main_key,sub_key,ko,en
node.act1.random_event.14.stone_laying_hen.intro,body,"산골 장터에서 한 농부가 매일 옥돌을 낳는다는 흰 닭을 팔고 있었다. 닭장 바닥에는 푸른 돌 세 알이 놓여 있었지만, 닭의 발목은 오래 묶인 듯 피가 배어 있었다. 농부는 산신의 복이라 큰소리쳤고, 곁에 선 아이는 닭이 밤마다 사람 목소리로 집에 보내 달라고 운다고 속삭였다.",
node.act1.random_event.15.ash_eating_jar.dark_moon_grain_cart.intro,body,"그믐밤, 반쪽짜리 목패가 희미한 열을 내기 시작했다. 장부에 적힌 산길로 향한 일행은 굶주린 마을을 피해 곡식 자루를 옮기는 수레 행렬과 마주했다. 수레 앞에는 폐허의 사내가 서 있었고, 호위들은 모두 검은 재로 얼굴을 가리고 있었다.",
node.act1.random_event.15.ash_eating_jar.intro,body,"불탄 마을터 한가운데 놓인 검은 항아리가 바람에 날리는 재를 모조리 빨아들이고 있었다. 항아리 주위만 깨끗한 흙이 드러났고, 안쪽에서는 여러 사람이 기침하는 소리가 겹쳐 들렸다. 폐허를 지키던 사내는 역병으로 죽은 이들의 재라 열어서는 안 된다고 했지만, 무너진 창고에는 불을 안쪽에서 지른 흔적이 남아 있었다.",
node.act1.random_event.16.crying_bell_smithy.intro,body,"폐광 근처의 버려진 대장간에서는 사람이 없는데도 모루 치는 소리가 났다. 천장에 매달린 쇠종은 망치질이 울릴 때마다 아이처럼 흐느꼈고, 화덕 곁에는 광부들의 안전패를 녹여 만든 쇳덩이가 쌓여 있었다. 문밖에는 관가의 폐쇄 명령이 붙어 있었지만 먹은 아직 마르지 않았다.",
node.act1.random_event.17.three_bowls_on_mountain_path.intro,body,"사람이 다니지 않는 산길에 따뜻한 밥 세 그릇이 가지런히 놓여 있었다. 첫 그릇에는 잘 익은 밤, 둘째에는 검은 돌, 셋째에는 작은 젖니가 올라가 있었다. 가까운 나무 뒤에서는 마른기침이 들렸고, 흙바닥에는 어른 발자국 하나와 아이 발자국 셋이 서로 반대 방향으로 이어졌다.",
node.act1.random_event.18.reverse_flowing_stream.intro,body,"산 아래로 흘러야 할 개울물이 비탈을 거슬러 올라가고 있었다. 물고기들은 배를 드러낸 채 살아 움직였고, 물가의 빨래터에는 빈 요람 하나가 밧줄로 묶여 있었다. 주민들은 산귀가 아이를 데려간 뒤 물까지 훔쳐 간다고 수군댔지만, 요람 밑에는 물길을 돌리는 방아쇠와 새 밧줄이 숨겨져 있었다.",
node.act1.random_event.19.faceless_woodcarver.intro,body,"산길 옆 움막에서 얼굴 부분이 비어 있는 나무 인형 수십 개가 발견되었다. 목각장이는 마을에서 잊힌 사람의 얼굴을 새겨 주면 인형이 대신 기억한다고 말했지만, 완성된 인형의 등에는 아이를 버린 집안의 성씨가 빼곡했다. 작업대 아래에서는 누군가 안쪽에서 두드리는 듯한 소리가 났다.",
node.act1.random_event.19.faceless_woodcarver.returned_faces_at_zelkova.intro,body,"보름밤, 얼굴 없는 인형을 느티나무 아래 놓자 나무껍질 사이로 희미한 이목구비가 떠올랐다. 곧 아이를 산에 버렸던 집안의 후손들이 횃불을 들고 나타났고, 목각장이는 그들에게 인형에 이름을 새길지 아니면 과거를 다시 묻을지 선택하라고 했다.",
node.act1.random_event.20.fog_sewing_old_woman.intro,body,"산허리의 좁은 길에서 노파가 찢어진 안개를 천처럼 무릎에 올려놓고 꿰매고 있었다. 바늘이 지나간 자리마다 길이 흐려졌고, 안개 너머에서는 아이들이 뛰노는 그림자가 보였다. 노파는 길을 막아야 산귀가 내려오지 못한다고 했지만, 실꾸리에는 아이들의 이름이 적힌 천 조각들이 매듭마다 묶여 있었다.",
node.act1.random_event.21.breath_between_water_drops.intro,body,"동굴 천장의 물방울이 일정한 파문을 만든다. 소리보다 그 사이의 고요에 귀를 기울이자, 전투 중 놓치던 호흡의 틈이 보인다.",
node.act1.random_event.22.sleeping_hawk_watch.intro,body,바위 처마 아래 다친 매가 꺼져 가는 등잔 곁에서 잠들어 있다. 밤을 새워 기척을 살피면 판단의 순간을 배울 수 있지만 피로를 감수해야 한다.,
node.act1.random_event.23.temple_hundred_eight_steps.intro,body,닳은 돌계단 아래 둥근 돌이 놓여 있다. 정상까지 옮겨 한계를 시험하거나 중턱에서 쉬어 갈 수 있다.,
node.act1.random_event.24.herb_scent_empty_barracks.intro,body,빈 군막에 식지 않은 약사발과 이름표가 남아 있다. 약을 마시거나 돌아올 이들을 위해 봉해 둘 수 있다.,
node.act1.random_event.25.hot_spring_beneath_ice.intro,body,"얇은 얼음 아래 온기와 푸른 광물이 비친다. 가장자리에서 쉬거나, 광물을 노리는 자들과 맞서 깊은 곳을 차지할 수 있다.",
node.act1.random_event.26.sleepless_waystation.intro,body,불 꺼진 역참에는 마른 잠자리와 높은 망루가 함께 남아 있다. 쉬거나 다음 갈림길을 살필 수 있다.,
node.act1.random_event.27.paper_armor_bandits.intro,body,"논둑 아래 도적들이 여러 겹의 종이갑옷을 두르고 길목을 막고 있었다.\n빗물이 스며들수록 갑옷과 활시위는 무거워졌지만, 그들이 빼앗은 전리품 자루도 진흙물 속으로 가라앉고 있었다.\n조금 더 기다려 안전하게 몰아낼지, 전리품이 상하기 전에 즉시 덮칠지 정해야 한다.",
node.act1.random_event.28.rockfall_scouts.intro,body,낙석 신호를 준비하는 정찰대와 긴 우회로가 동시에 드러났다.,
node.act1.random_event.29.chain_bridge_tollkeepers.intro,body,사설 징수대가 쇠사슬 다리의 통행료를 요구했다.,
node.act1.random_event.30.night_beacon_intruders.intro,body,"산정의 봉수대에는 관군 표식이 없는 자들이 모여 있었다.\n그들은 거짓 명령서를 불씨 곁에 펼쳐 놓고, 아직 오지 않은 적을 알리는 봉화를 준비하고 있었다.\n지금 막으면 싸움을 피할 수 없고, 숨어서 지켜보면 배후의 흔적은 남지만 거짓 봉화가 오르게 된다.",
node.act1.random_event.31.wounded_mountain_tiger_domain.intro,body,"부러진 사냥창 곁에 상처 입은 산군이 낮게 숨을 몰아쉬고 있었다.\n숲 안쪽에서는 검은 천을 두른 사내들이 독주머니와 올가미를 챙겨 다시 다가왔다.\n밀렵꾼을 막아 산군이 제 길로 돌아가게 할지, 싸움을 피하려 산군부터 영역 밖으로 몰아낼지 정해야 한다.",
node.act1.random_event.32.hidden_ledger_salt_cart.intro,body,소금 수레 밑에서 노동자들의 장부가 발견되었다.,
node.act1.random_event.33.false_mountain_rite_offering_box.intro,body,숨은 장치가 산신의 기척을 꾸미고 있었다.,
node.act1.random_event.34.half_vein_map.followup.unstable_vein.intro,body,불안정한 암맥 끝에서 광석을 끌어낼지 물러날지 정해야 한다.,
node.act1.random_event.34.half_vein_map.intro,body,반쪽짜리 광맥 지도가 불안정한 암맥을 가리켰다.,
node.act1.random_event.35.ownerless_wage_sack.intro,body,버려진 품삯 자루와 노동자 명부가 함께 발견되었다.,
node.act1.random_event.36.cracked_bronze_mirror.intro,body,"비어 있는 사랑방의 청동거울은 사람 대신 어긋난 방 안을 비추고 있었다.\n금 사이로 손을 대면 날카로운 조각이 살을 파고들겠지만, 그 조각은 받은 충격을 되돌리는 갑각처럼 굳어질 듯했다.\n거울을 품어 힘을 가져갈지, 깨뜨려 잘못된 반사를 끝낼지 정해야 한다.",
node.act1.random_event.37.nameless_long_sword_in_rain.intro,body,"이름 없는 돌담 아래, 칼집에 든 장도 한 자루가 빗물을 맞고 있었다.\n손잡이에는 이름을 긁어 낸 자국과 잿빛 목걸이가 함께 묶여 있었고, 칼을 향해 다가설 때마다 젖은 흙이 사람 형상으로 일어났다.\n장도를 뽑아 수호령의 시험을 받을지, 칼을 건드리지 않고 주인의 흔적을 찾을지 정해야 한다.",
node.act1.random_event.38.three_cups_of_moonlight.intro,body,"빈 정자 한가운데 놓인 세 개의 돌잔에는 서로 다른 온도의 달빛이 고여 있었다.\n한 잔을 마시면 지친 몸을 돌볼 수 있지만, 세 잔의 빛을 한데 굳히면 차가운 못 하나가 남을 듯했다.\n회복을 택할지, 지금의 상처를 안고 새로운 힘을 가져갈지 결정해야 한다.",
node.act1.random_event.39.self_knotting_rope.intro,body,"끊어진 나무다리 곁에서 굵은 노끈이 사람 손도 없이 매듭을 만들고 있었다.\n노끈 중심에는 이가 닳은 작은 도르래 톱니가 박혀 있었고, 바람이 불 때마다 줄을 당겨 끊어진 다리 쪽으로 감아 올렸다.\n톱니를 떼어 유물로 간직할지, 노끈과 함께 다리에 고정해 짧은 길을 열지 정해야 한다.",
node.act1.random_event.40.jihan_empty_medicine_folio.intro,body,"지한은 젖은 약첩 한 권을 펼쳤다. 처방의 마지막 줄은 물에 번져 지워졌고, 남은 약재는 당장의 상처를 돌볼 만큼만 남아 있었다.\n약재를 쓰면 일행의 숨을 고를 수 있지만 약첩은 빈 종이가 된다.\n지워진 처방을 되살리려면 지금의 치료를 포기하고 지한의 기억을 따라 빈칸을 메워야 한다.",
node.act1.random_event.41.yujin_broken_arrow_fletching.intro,body,"산길 표적판 아래에 부러진 연습용 화살 하나가 박혀 있었다.\n유진은 한쪽으로 비튼 화살깃과 일부러 남긴 흙자국을 보고, 빗나간 사격이 아니라 사람을 좁은 길로 유인하는 표식이라고 말했다.\n그 흔적을 역으로 따라가 매복을 끊을지, 더 큰 위험을 피하고 화살만 바로잡을지 정해야 한다.",
node.act1.random_event.42.twice_ringing_mountain_echo.intro,body,서로 다른 거리에서 돌아온 메아리가 두 갈래 길을 드러냈다.,
node.act1.random_event.43.reverse_growing_moss_marker.intro,body,"갈림길의 무명 표석에는 햇빛을 받는 면에만 짙은 이끼가 자라 있었다.\n이끼의 흐름을 따라가면 다음 길의 성격을 미리 읽을 수 있지만, 뿌리를 걷어 내면 독기를 머금은 작은 주머니가 드러날 듯했다.\n길의 정보를 남길지, 표식을 훼손하고 힘을 가져갈지 선택해야 한다.",
node.act1.random_event.44.buried_tax_stele.intro,body,겹쳐 새긴 세금 기록이 묻힌 비석에서 드러났다.,
node.act1.random_event.45.false_wildfire_boundary_stones.intro,body,"불탄 능선 아래의 경계석들이 서로 다른 빛깔의 흙 위에 어긋나 서 있었다.\n돌을 들어 보니 원래 자리는 오래된 재가 아니라 최근 파낸 황토로 메워져 있었고, 옮겨진 선 안쪽의 밭과 샘은 한 집안의 땅처럼 묶여 있었다.\n경계석을 되돌리면 빼앗긴 땅의 흔적은 드러나지만, 되찾은 옛길의 순찰대와 맞닿는 위험한 구간으로 들어가야 한다.",
node.act1.random_event.46.funeral_without_black_cloth.intro,body,"마을 밖 길가에 검은 천도 위패도 없는 상여 틀이 놓여 있었다.\n낯선 조문객들은 이름 없는 이를 보낸다며 빈 상여 앞에 고개를 숙였다.\n예를 갖추면 그들의 기억에 남고, 빈 상여를 살피면 감춰 둔 자들이 움직일 것이다.",
node.job.first_job.001,body,길고 긴 전투 끝에 일행은 낡은 전직의 제단 앞에 섰다.\n\n제단에는 각자의 길을 증명한 자만이 새 이름을 받을 수 있다는 문장이 새겨져 있었다.\n\n서진은 동료들을 돌아보았다.\n\n누구도 이전과 같은 모습으로 남아 있을 수는 없었다.\n\n이제 각자는 자신의 본래 직업에서 한 단계 더 깊은 길을 선택해야 했다.,
node.job.second_job.001,body,"수많은 전장을 건넌 일행은 다시 전직의 제단 앞에 섰다. 한때 희미했던 불빛은 이제 두 층의 계단을 따라 환하게 타오르고 있었다. 아래 단에는 아직 첫 맹세를 기다리는 자의 이름이, 위 단에는 이미 한 길을 걸어 끝까지 증명한 자의 이름이 새겨져 있었다.\n\n제단은 모두에게 같은 답을 요구하지 않았다. 아직 본래의 직업에 머문 자에게는 첫 번째 길을, 한 차례 이름을 바꾼 자에게는 마지막 경지를 열어 보였다.\n\n서진은 동료들과 눈을 맞췄다. 지금까지 살아남은 방식이 곧 앞으로 짊어질 이름이 될 터였다. 이제 각자는 자신이 도달한 자리에서 다음 맹세를 선택해야 했다.",
stage.act1.random_event.01.name_swallowing_well,body,"이름을 삼킨 우물 랜덤 이벤트. 산자락의 작은 마을을 지나던 일행은 물이 말라붙은 공동 우물가에 사람들이 모여 있는 것을 보았다. 우물 안에서는 물 대신 어린아이의 목소리가 희미하게 울렸다. 목소리는 제 이름을 찾아 달라고 되풀이했지만, 주민들은 산귀가 사람을 꾀는 소리라며 흙과 돌로 우물을 메우려 하고 있었다. 우물...",
stage.act1.random_event.01.name_swallowing_well,title,이름을 삼킨 우물,
stage.act1.random_event.02.rain_seller,body,"비를 파는 장사꾼 랜덤 이벤트. 가뭄으로 갈라진 고갯길에서 일행은 푸른 유리병을 늘어놓은 장사꾼을 만났다. 그는 병마다 산꼭대기에서 붙잡은 비구름이 들어 있다며, 마을 사람들에게 마지막 곡식까지 내놓으라고 재촉했다. 병 안에서는 물방울 부딪히는 소리가 났지만, 수레 밑에는 물을 채운 가죽주머니와 빈 병이 감춰져 있었다...",
stage.act1.random_event.02.rain_seller,title,비를 파는 장사꾼,
stage.act1.random_event.03.returning_straw_shoes,body,"밤마다 돌아오는 짚신 랜덤 이벤트. 산길 아래 외딴집의 노파는 문턱에 놓인 작은 짚신 한 짝을 불태워 달라고 부탁했다. 오래전 산에서 잃은 손자의 것과 닮은 짚신이 사흘째 버려도 밤마다 돌아온다는 것이다. 짚신 바닥에는 진흙 대신 갓 찧은 곡식가루가 묻어 있었고, 집 뒤 헛간에서는 가느다란 숨소리가 새어 나왔다.",
stage.act1.random_event.03.returning_straw_shoes,title,밤마다 돌아오는 짚신,
stage.act1.random_event.04.red_thread_mountain_goat,body,"붉은 실에 묶인 산양 랜덤 이벤트. 비탈길을 오르던 일행은 뿔에 붉은 실과 방울이 엉킨 산양 한 마리를 발견했다. 산양은 절벽 끝에서 몸부림쳤고, 아래쪽 덤불에는 같은 실을 목에 맨 굶주린 늑대들이 웅크리고 있었다. 실은 산귀를 막는 부적처럼 매듭지어졌지만, 매듭 안쪽에는 짐승을 한곳으로 몰기 위한 사냥꾼의 송진이 발라져...",
stage.act1.random_event.04.red_thread_mountain_goat,title,붉은 실에 묶인 산양,
stage.act1.random_event.05.abandoned_miner_supper,body,"버려진 광부의 저녁상 랜덤 이벤트. 폐광 입구의 무너진 숙소에는 김이 오르는 밥상이 차려져 있었다. 사람의 흔적은 없는데도 그릇은 광부 수만큼 놓였고, 빈자리 하나에는 깨진 안전패가 올려져 있었다. 음식에서는 구수한 냄새가 났지만 천장에는 갱도 붕괴 때 묻힌 이들의 이름이 검댕으로 빼곡히 적혀 있었다.",
stage.act1.random_event.05.abandoned_miner_supper,title,버려진 광부의 저녁상,
stage.act1.random_event.06.shrine_eaves_empty_perch,body,"신당 처마의 빈자리 랜덤 이벤트. 비를 피해 들어간 작은 신당의 처마에는 나무 새들이 줄지어 매달려 있었다. 한가운데 자리만 비어 있었고, 바닥에는 날개가 부러진 나무 새 하나가 떨어져 있었다. 마을 사람은 빈자리를 채우면 길을 지키던 것이 노한다고 경고했지만, 제단의 향은 누군가 방금 다녀간 듯 아직 따뜻했다.",
stage.act1.random_event.06.shrine_eaves_empty_perch,title,신당 처마의 빈자리,
stage.act1.random_event.07.shadow_selling_child,body,"그림자를 파는 아이 랜덤 이벤트. 해 질 무렵 산 아래 장터에서 얼굴을 천으로 가린 아이가 작은 먹물병을 팔고 있었다. 아이는 병 하나로 나쁜 꿈을 지울 수 있다고 했지만, 값을 치른 사람들의 발밑에는 그림자가 사라져 있었다. 아이 자신의 그림자는 몸과 반대 방향으로 길게 뻗어 장터 밖 폐가를 가리켰다.",
stage.act1.random_event.07.shadow_selling_child,title,그림자를 파는 아이,
stage.act1.random_event.08.spring_beneath_stone_grave,body,"돌무덤 아래의 샘 랜덤 이벤트. 메마른 숲길에서 일행은 돌무덤 틈으로 맑은 물이 흐르는 것을 발견했다. 샘가에는 물을 마시지 말라는 낡은 나무패와, 누군가 최근 놓고 간 어린아이의 꽃신이 함께 있었다. 물속에는 은빛 동전이 가득했지만, 동전을 비추는 사람의 얼굴은 실제보다 훨씬 늙어 보였다.",
stage.act1.random_event.08.spring_beneath_stone_grave,title,돌무덤 아래의 샘,
stage.act1.random_event.09.black_cloth_herbalist,body,"검은 천을 두른 약초꾼 랜덤 이벤트. 안개 낀 산길에서 검은 천으로 얼굴을 가린 약초꾼이 쓰러져 있었다. 등짐에는 해열초와 독초가 뒤섞여 있었고, 허리에는 산적들이 쓰던 붉은 천 인형이 매달려 있었다. 그는 산적에게 빼앗기지 않으려고 변장했을 뿐이라 말했지만, 손목에는 밧줄을 오래 묶었던 자국이 선명했다.",
stage.act1.random_event.09.black_cloth_herbalist,title,검은 천을 두른 약초꾼,
stage.act1.random_event.10.silent_jangseung,body,"울지 않는 장승 랜덤 이벤트. 두 갈래 산길 한가운데 서 있는 장승의 얼굴에서는 검은 물이 흘러내리고 있었다. 지나가던 나무꾼은 밤마다 장승이 아이 울음소리를 내어 누구도 왼쪽 길로 가지 못한다고 말했다. 그러나 장승의 입은 헝겊과 못으로 단단히 막혀 있었고, 왼쪽 길에는 최근 끌려간 수레바퀴 자국이 남아 있었다.",
stage.act1.random_event.10.silent_jangseung,title,울지 않는 장승,
stage.act1.random_event.11.dry_waterwheel,body,"메마른 물레방아 랜덤 이벤트. 물이 끊긴 계곡을 지나던 일행은 마른 수로 옆에서 혼자 돌아가는 물레방아를 발견했다. 물레가 돌 때마다 안쪽 맷돌에서는 곡식 대신 하얀 뼛가루 같은 가루가 흘러나왔다. 방앗간 주인은 산귀가 물길을 훔쳤다며 문을 걸어 잠갔지만, 수로 위쪽에는 최근 쌓은 돌둑과 관가의 붉은 봉인이 보였다.",
stage.act1.random_event.11.dry_waterwheel,title,메마른 물레방아,
stage.act1.random_event.12.paper_flower_grave,body,"종이꽃이 핀 무덤 랜덤 이벤트. 산비탈의 이름 없는 무덤마다 비에 젖지 않은 종이꽃이 피어 있었다. 꽃잎에는 서로 다른 아이의 이름이 적혀 있었고, 가장 작은 무덤 앞의 꽃만 이름 대신 빈칸으로 남아 있었다. 땔감을 줍던 노인은 산귀가 죽은 아이의 이름을 세어 간다며 꽃을 태워야 한다고 했지만, 그의 손에는 같은 종이...",
stage.act1.random_event.12.paper_flower_grave,title,종이꽃이 핀 무덤,
stage.act1.random_event.13.empty_bride_palanquin,body,"빈 가마의 신부 랜덤 이벤트. 안개 낀 고갯길 한복판에 붉은 혼례 가마가 버려져 있었다. 가마꾼은 없었지만 안쪽에서는 어린아이가 자장가를 부르는 소리가 났고, 발치에는 신부의 비녀와 아이의 짚신이 나란히 놓여 있었다. 가마의 문에는 밖에서 잠근 자물쇠가 달렸으며, 손잡이에는 산적들이 쓰는 검은 천 조각이 끼어 있었다...",
stage.act1.random_event.13.empty_bride_palanquin,title,빈 가마의 신부,
stage.act1.random_event.14.stone_laying_hen,body,"돌을 낳는 닭 랜덤 이벤트. 산골 장터에서 한 농부가 매일 옥돌을 낳는다는 흰 닭을 팔고 있었다. 닭장 바닥에는 푸른 돌 세 알이 놓여 있었지만, 닭의 발목은 오래 묶인 듯 피가 배어 있었다. 농부는 산신의 복이라 큰소리쳤고, 곁에 선 아이는 닭이 밤마다 사람 목소리로 집에 보내 달라고 운다고 속삭였다.",
stage.act1.random_event.14.stone_laying_hen,title,돌을 낳는 닭,
stage.act1.random_event.15.ash_eating_jar,body,"재를 먹는 항아리 랜덤 이벤트. 불탄 마을터 한가운데 놓인 검은 항아리가 바람에 날리는 재를 모조리 빨아들이고 있었다. 항아리 주위만 깨끗한 흙이 드러났고, 안쪽에서는 여러 사람이 기침하는 소리가 겹쳐 들렸다. 폐허를 지키던 사내는 역병으로 죽은 이들의 재라 열어서는 안 된다고 했지만, 무너진 창고에는 불을 안쪽에서...",
stage.act1.random_event.15.ash_eating_jar,title,재를 먹는 항아리,
stage.act1.random_event.16.crying_bell_smithy,body,"우는 쇠종의 대장간 랜덤 이벤트. 폐광 근처의 버려진 대장간에서는 사람이 없는데도 모루 치는 소리가 났다. 천장에 매달린 쇠종은 망치질이 울릴 때마다 아이처럼 흐느꼈고, 화덕 곁에는 광부들의 안전패를 녹여 만든 쇳덩이가 쌓여 있었다. 문밖에는 관가의 폐쇄 명령이 붙어 있었지만 먹은 아직 마르지 않았다.",
stage.act1.random_event.16.crying_bell_smithy,title,우는 쇠종의 대장간,
stage.act1.random_event.17.three_bowls_on_mountain_path,body,"산길의 세 밥그릇 랜덤 이벤트. 사람이 다니지 않는 산길에 따뜻한 밥 세 그릇이 가지런히 놓여 있었다. 첫 그릇에는 잘 익은 밤, 둘째에는 검은 돌, 셋째에는 작은 젖니가 올라가 있었다. 가까운 나무 뒤에서는 마른기침이 들렸고, 흙바닥에는 어른 발자국 하나와 아이 발자국 셋이 서로 반대 방향으로 이어졌다.",
stage.act1.random_event.17.three_bowls_on_mountain_path,title,산길의 세 밥그릇,
stage.act1.random_event.18.reverse_flowing_stream,body,"거꾸로 흐르는 개울 랜덤 이벤트. 산 아래로 흘러야 할 개울물이 비탈을 거슬러 올라가고 있었다. 물고기들은 배를 드러낸 채 살아 움직였고, 물가의 빨래터에는 빈 요람 하나가 밧줄로 묶여 있었다. 주민들은 산귀가 아이를 데려간 뒤 물까지 훔쳐 간다고 수군댔지만, 요람 밑에는 물길을 돌리는 방아쇠와 새 밧줄이 숨겨져 있었다...",
stage.act1.random_event.18.reverse_flowing_stream,title,거꾸로 흐르는 개울,
stage.act1.random_event.19.faceless_woodcarver,body,"얼굴 없는 목각장이 랜덤 이벤트. 산길 옆 움막에서 얼굴 부분이 비어 있는 나무 인형 수십 개가 발견되었다. 목각장이는 마을에서 잊힌 사람의 얼굴을 새겨 주면 인형이 대신 기억한다고 말했지만, 완성된 인형의 등에는 아이를 버린 집안의 성씨가 빼곡했다. 작업대 아래에서는 누군가 안쪽에서 두드리는 듯한 소리가 났다.",
stage.act1.random_event.19.faceless_woodcarver,title,얼굴 없는 목각장이,
stage.act1.random_event.20.fog_sewing_old_woman,body,"안개를 꿰매는 노파 랜덤 이벤트. 산허리의 좁은 길에서 노파가 찢어진 안개를 천처럼 무릎에 올려놓고 꿰매고 있었다. 바늘이 지나간 자리마다 길이 흐려졌고, 안개 너머에서는 아이들이 뛰노는 그림자가 보였다. 노파는 길을 막아야 산귀가 내려오지 못한다고 했지만, 실꾸리에는 아이들의 이름이 적힌 천 조각들이 매듭마다 묶여 있...",
stage.act1.random_event.20.fog_sewing_old_woman,title,안개를 꿰매는 노파,
stage.act1.random_event.21.breath_between_water_drops,body,"동굴 천장의 물방울이 일정한 파문을 만든다. 소리보다 그 사이의 고요에 귀를 기울이자, 전투 중 놓치던 호흡의 틈이 보인다.",
stage.act1.random_event.21.breath_between_water_drops,title,낙숫물 사이의 숨,
stage.act1.random_event.22.sleeping_hawk_watch,body,바위 처마 아래 다친 매가 꺼져 가는 등잔 곁에서 잠들어 있다. 밤을 새워 기척을 살피면 판단의 순간을 배울 수 있지만 피로를 감수해야 한다.,
stage.act1.random_event.22.sleeping_hawk_watch,title,잠든 매의 밤샘,
stage.act1.random_event.23.temple_hundred_eight_steps,body,닳은 돌계단 아래 둥근 돌이 놓여 있다. 정상까지 옮겨 한계를 시험하거나 중턱에서 쉬어 갈 수 있다.,
stage.act1.random_event.23.temple_hundred_eight_steps,title,백팔 계단의 돌,
stage.act1.random_event.24.herb_scent_empty_barracks,body,빈 군막에 식지 않은 약사발과 이름표가 남아 있다. 약을 마시거나 돌아올 이들을 위해 봉해 둘 수 있다.,
stage.act1.random_event.24.herb_scent_empty_barracks,title,약향만 남은 막사,
stage.act1.random_event.25.hot_spring_beneath_ice,body,"얇은 얼음 아래 온기와 푸른 광물이 비친다. 가장자리에서 쉬거나, 광물을 노리는 자들과 맞서 깊은 곳을 차지할 수 있다.",
stage.act1.random_event.25.hot_spring_beneath_ice,title,얼음 아래의 온천,
stage.act1.random_event.26.sleepless_waystation,body,불 꺼진 역참에는 마른 잠자리와 높은 망루가 함께 남아 있다. 쉬거나 다음 갈림길을 살필 수 있다.,
stage.act1.random_event.26.sleepless_waystation,title,잠들지 않는 역참,
stage.act1.random_event.27.paper_armor_bandits,body,비를 더 맞혀 약해진 도적을 안전하게 몰아내거나 전리품이 잠기기 전에 위험을 감수하고 공격한다.,
stage.act1.random_event.27.paper_armor_bandits,title,비에 젖은 종이갑옷,
stage.act1.random_event.28.rockfall_scouts,title,낙석길의 정찰대,
stage.act1.random_event.29.chain_bridge_tollkeepers,title,쇠사슬 다리의 징수대,
stage.act1.random_event.30.night_beacon_intruders,body,거짓 봉화를 준비하는 침입자를 공격하거나 숨어서 배후의 흔적과 거짓 봉화의 기록을 남긴다.,
stage.act1.random_event.30.night_beacon_intruders,title,밤 봉수대의 침입자,
stage.act1.random_event.31.wounded_mountain_tiger_domain,body,"밀렵꾼과 싸워 상처 입은 산군을 풀어 주고 독 도구를 거두거나, 싸움을 피하려 산군을 영역 밖으로 몰아낸 기록을 남긴다.",
stage.act1.random_event.31.wounded_mountain_tiger_domain,title,상처 입은 산군의 영역,
stage.act1.random_event.32.hidden_ledger_salt_cart,title,소금 수레의 숨은 장부,
stage.act1.random_event.33.false_mountain_rite_offering_box,title,가짜 산신제의 헌금함,
stage.act1.random_event.34.half_vein_map,title,반쪽짜리 광맥 지도,
stage.act1.random_event.35.ownerless_wage_sack,title,주인 없는 품삯 자루,
stage.act1.random_event.36.cracked_bronze_mirror,body,빈 사랑방의 청동거울은 사람 대신 어긋난 방 안을 비춘다. 상처를 감수하고 반격의 갑각을 얻거나 거울을 깨뜨려 잘못된 반사를 끝낼 수 있다.,
stage.act1.random_event.36.cracked_bronze_mirror,title,금 간 청동거울,
stage.act1.random_event.37.nameless_long_sword_in_rain,body,"빗속의 이름 없는 장도를 뽑아 수호령의 시험을 받고 잿불 목걸이를 얻거나, 주인의 이름을 찾아 장도를 무덤 표식으로 돌려놓는다.",
stage.act1.random_event.37.nameless_long_sword_in_rain,title,빗속의 이름 없는 장도,
stage.act1.random_event.38.three_cups_of_moonlight,body,빈 정자의 세 돌잔에 서로 다른 온도의 달빛이 고여 있다. 한 잔을 마셔 상처를 돌보거나 세 잔을 굳혀 차가운 못을 얻을 수 있다.,
stage.act1.random_event.38.three_cups_of_moonlight,title,달빛을 담은 석잔,
stage.act1.random_event.39.self_knotting_rope,title,스스로 묶이는 노끈,
stage.act1.random_event.40.jihan_empty_medicine_folio,body,남은 약재를 써서 일행을 치료하거나 당장의 치료를 포기하고 지한과 함께 지워진 처방을 복원한다.,
stage.act1.random_event.40.jihan_empty_medicine_folio,title,지한의 빈 약첩,
stage.act1.random_event.41.yujin_broken_arrow_fletching,body,"유진이 읽어 낸 위장 사격 흔적을 따라 매복대를 끊거나, 추적을 포기하고 화살깃을 바로잡아 위험한 길을 기록한다.",
stage.act1.random_event.41.yujin_broken_arrow_fletching,title,유진의 어긋난 화살깃,
stage.act1.random_event.42.twice_ringing_mountain_echo,title,두 번 울리는 산 메아리,
stage.act1.random_event.43.reverse_growing_moss_marker,body,갈림길 표석의 햇빛 드는 면에만 이끼가 자라 있다. 흐름을 읽어 다음 길의 성격을 보거나 뿌리 아래 독주머니를 거둘 수 있다.,
stage.act1.random_event.43.reverse_growing_moss_marker,title,해를 거스른 이끼 표석,
stage.act1.random_event.44.buried_tax_stele,title,묻힌 세금 비석,
stage.act1.random_event.45.false_wildfire_boundary_stones,title,조작된 산불 경계석,
stage.act1.random_event.46.funeral_without_black_cloth,body,"이름 없는 장례의 끝을 지키거나 빈 상여의 매복을 확인하고, 아무 기록 없이 떠날 수도 있다.",
stage.act1.random_event.46.funeral_without_black_cloth,title,검은 천 없는 장례,
stage.ch1.episode1,body,"어린 시절 청운촌 근처 산길에서 여동생의 손을 놓친 기억을 안고 떠도는 서진이 아이 실종 소문을 따라 청운촌에 도착하고, 마을을 습격한 검은 천의 무리와 맞서며 사건에 뛰어드는 도입 에피소드.",
